audio_file|text|speaker_name
wavs/raw_nos_celtia_gl_10794.wav|No monte!|@X
wavs/raw_nos_celtia_gl_09297.wav|¿Que importancia teñen os premios para vostede?|@X
wavs/raw_nos_celtia_gl_16965.wav|Eu e mais outros dous iamos vender todas as semanas.|@X
wavs/raw_nos_celtia_gl_16755.wav|E no outro sitio botabamos cántigas, de regueifas.|@X
wavs/raw_nos_celtia_gl_12627.wav|E entón eu quedei naquela casa.|@X
wavs/raw_nos_celtia_gl_11645.wav|E como foi iso?|@X
wavs/raw_nos_celtia_gl_03754.wav|En Madrid son catro as zonas que precisan atención inmediata.|@X
wavs/raw_nos_celtia_gl_08445.wav|O meu número de teléfono é trescentos cincuenta e cinco oitenta e oito once sesenta e dous.|@X
wavs/raw_nos_celtia_gl_03988.wav|A obra, escrita en éuscaro, agora está traducida ó castelán polo propio autor e a súa dona.|@X
wavs/raw_nos_celtia_gl_04038.wav|As mesas da biblioteca recolleranse tódolos días ó rematar.|@X
wavs/raw_nos_celtia_gl_12921.wav|Tradicionalmente chámaselle o Carnaval.|@X
wavs/raw_nos_celtia_gl_15683.wav|Ese é o obxectivo, 33 millóns de cidadáns inmunizados cando remate agosto.|@X
wavs/raw_nos_celtia_gl_18119.wav|A serpentaria empregábase para curar as mordeduras dalgunhas cobras.|@X
wavs/raw_nos_celtia_gl_14172.wav|O porteiro grego fixo o partido da súa vida.|@X
wavs/raw_nos_celtia_gl_08834.wav|O meu número de teléfono é nove cero tres catrocentos corenta e dous douscentos|@X
wavs/raw_nos_celtia_gl_19899.wav|Difícil topar un final máis dramático.|@X
wavs/raw_nos_celtia_gl_09357.wav|¿Contades con algún tipo de convenio coa administración?|@X
wavs/raw_nos_celtia_gl_13041.wav|Vaia!, con iso non contaba eu.|@X
wavs/raw_nos_celtia_gl_19090.wav|Mendilibar suma catrocentos trinta e seis partidos en Primeira División.|@X
wavs/raw_nos_celtia_gl_03972.wav|O fenómeno é preocupante polas graves consecuencias sociais e económicas que produce.|@X
wavs/raw_nos_celtia_gl_05744.wav|As galerías completan a mostra con esculturas de Lorenzo Ruín, entre as que destaca A man de deus.|@X
wavs/raw_nos_celtia_gl_01623.wav|Serán identificados e detidos en menos de corenta e oito horas.|@X
wavs/raw_nos_celtia_gl_04181.wav|Antonia, que tivo un gravísimo accidente, quedou parapléxica.|@X
wavs/raw_nos_celtia_gl_19037.wav|Pero xa no segundo comezou a perder o tino.|@X
wavs/raw_nos_celtia_gl_14668.wav|Para os usuarios, as últimas rebaixas e bonificacións aplicadas nas tarifas das peaxes son insuficientes.|@X
wavs/raw_nos_celtia_gl_11398.wav|Lévasmo?|@X
wavs/raw_nos_celtia_gl_08677.wav|O meu número de teléfono é cincocentos noventa e nove novecentos noventa e oito oitocentos dezaoito.|@X
wavs/raw_nos_celtia_gl_19100.wav|Neste punto móbil estanse a realizar unhas mil probas diarias.|@X
wavs/raw_nos_celtia_gl_16242.wav|Ese proxecto e o seu financiamento —en Ferrol ninguén o dubida— correspóndelle ao propietario dos estaleiros, que é o Estado.|@X
wavs/raw_nos_celtia_gl_12353.wav|Entendes?, por iso che digo eu que aquí o asunto da pesca está moi, moi difícil.|@X
wavs/raw_nos_celtia_gl_07501.wav|O Bloque acusa a Fomento de facer propaganda cos investimentos para o tren de alta velocidade.|@X
wavs/raw_nos_celtia_gl_12234.wav|Cambiará o obxectivo do Compostela coa situación que vive nestes momentos?|@X
wavs/raw_nos_celtia_gl_08948.wav|O meu número de teléfono é catrocentos corenta e tres trescentos trinta e tres trescentos vinte e cinco.|@X
wavs/raw_nos_celtia_gl_01714.wav|O concello deixou de lado a tramitación do expediente deste proxecto.|@X
wavs/raw_nos_celtia_gl_18500.wav|Unha candea consiste nunha mecha introducida nunha barra de cera.|@X
wavs/raw_nos_celtia_gl_04917.wav|Pura retórica nos discursos oficiais.|@X
wavs/raw_nos_celtia_gl_12889.wav|Aquí nunca se fixo así.|@X
wavs/raw_nos_celtia_gl_12933.wav|Quería darnos cun pau.|@X
wavs/raw_nos_celtia_gl_11278.wav|Os copetes éranche redondos, xa nunca coñecestes vosoutros copete ningún!|@X
wavs/raw_nos_celtia_gl_06387.wav|Negan que a Colección Thysen vaia marchar de España.|@X
wavs/raw_nos_celtia_gl_08395.wav|Por favor marque o nove nove cero corenta e nove corenta e catro cincuenta e nove.|@X
wavs/raw_nos_celtia_gl_07959.wav|É a literatura coa que me sinto máis identificada, dixo a autora, que estudou no Liceo Francés de Barcelona.|@X
wavs/raw_nos_celtia_gl_17977.wav|Eu coñezo uns rapaces que el ten dezasete anos e ela quince anos e xa están pedidos.|@X
wavs/raw_nos_celtia_gl_08701.wav|Por favor chámenme ao traballo ao número setecentos vinte e dous cen douscentos vinte e dous.|@X
wavs/raw_nos_celtia_gl_19850.wav|Á falta de que o confirme a autopsia, parece que morreu acoitelada polo detido, un español de 45 anos.|@X
wavs/raw_nos_celtia_gl_13370.wav|Os arcabuceiros combatían a pé nos flancos.|@X
wavs/raw_nos_celtia_gl_02701.wav|Pola súa banda, Rodríguez Zapatero dixo non ver razóns nin argumentos que xustifiquen unha guerra.|@X
wavs/raw_nos_celtia_gl_16523.wav|Para que se fagan unha idea desta mellora acudimos aos datos...|@X
wavs/raw_nos_celtia_gl_15373.wav|Pódese chegar a cofinanciar ata o 60 % das accións.|@X
wavs/raw_nos_celtia_gl_05908.wav|Gustaríame vivir en Porto Rico.|@X
wavs/raw_nos_celtia_gl_00759.wav|Aínda son sete as comunidades que permanecen en alerta ante a previsión de fortes chuvias, vento e neve.|@X
wavs/raw_nos_celtia_gl_06503.wav|Sabiamos todo, pero o da vasoira, ¡iso era sagrado!|@X
wavs/raw_nos_celtia_gl_19732.wav|Salóns de peiteado de toda España acaban de presentar unha demanda colectiva contra a Administración.|@X
wavs/raw_nos_celtia_gl_19613.wav|Queren poñerlle freo á cadea de contaxios, porque en Marín os positivos seguen medrando.|@X
wavs/raw_nos_celtia_gl_03282.wav|A finalidade era analizar os proxectos desenvolvidos no seu primeiro ano de existencia.|@X
wavs/raw_nos_celtia_gl_06102.wav|Faltan estudios de tradución e interpretación.|@X
wavs/raw_nos_celtia_gl_08150.wav|Marque setecentos sesenta e seis sesenta e seis sesenta e seis vinte e seis para chamarme á casa.|@X
wavs/raw_nos_celtia_gl_06025.wav|Están fabricando biomotores con bacterias flaxeladas por un disco rotatorio.|@X
wavs/raw_nos_celtia_gl_13930.wav|Volveu ás tabernas e ás bebedelas cos vellos amigos.|@X
wavs/raw_nos_celtia_gl_04813.wav|Nos anos 70 realiza proxectos de gran lucidez e repercusión mundial.|@X
wavs/raw_nos_celtia_gl_13805.wav|Tiña un tic nervioso que lle provocaba nictitación.|@X
wavs/raw_nos_celtia_gl_09698.wav|¿Non cres que os salarios deberían ser mellores?|@X
wavs/raw_nos_celtia_gl_11013.wav|Mira que neno máis bonitiño!|@X
wavs/raw_nos_celtia_gl_07812.wav|O sentido da maioría das frases, as funcións que teñen moitos dos xenes, ignórase por agora.|@X
wavs/raw_nos_celtia_gl_10647.wav|Unha rosa da roseira.|@X
wavs/raw_nos_celtia_gl_16254.wav|E pedimos a inclusión nos orzamentos do Estado para 2022 das necesidades históricas de Galicia en materia de infraestruturas viarias.|@X
wavs/raw_nos_celtia_gl_11652.wav|E leite non levaba?|@X
wavs/raw_nos_celtia_gl_09414.wav|¿Como valoras a introdución das novas tecnoloxías?|@X
wavs/raw_nos_celtia_gl_17074.wav|Porque podiamos estar cos mozos, aínda que foran de lonxe.|@X
wavs/raw_nos_celtia_gl_03091.wav|Por último, Príncipe solicitou diversas medidas de mellora ambiental.|@X
wavs/raw_nos_celtia_gl_10811.wav|Vaia responso!|@X
wavs/raw_nos_celtia_gl_02116.wav|O líder palestino anunciou a convocatoria de eleccións para a escolla dos líderes de todas as institucións públicas.|@X
wavs/raw_nos_celtia_gl_14358.wav|Inditex prepara unha nova ampliación da súa sede central en Arteixo.|@X
wavs/raw_nos_celtia_gl_13456.wav|A espineta utilizábase habitualmente como acompañamento do canto.|@X
wavs/raw_nos_celtia_gl_19784.wav|Temos un protocolo xeral, que é un documento vivo, que traslada os mandatos neste caso do ámbito ministerial, educativo e sanitario.|@X
wavs/raw_nos_celtia_gl_10829.wav|Ai, rosca había!|@X
wavs/raw_nos_celtia_gl_19748.wav|A muller chegou de madrugada á comisaría, para denunciar o roubo do seu bolso. |@X
wavs/raw_nos_celtia_gl_18110.wav|A nai do herdeiro asumiu o papel de rexente.|@X
wavs/raw_nos_celtia_gl_02219.wav|A central non cumpre a normativa de seguridade e é imposible que poida chegar a cumprila.|@X
wavs/raw_nos_celtia_gl_07200.wav|Corre polos ranchos un fermento de sospeita, un virus de inquietude.|@X
wavs/raw_nos_celtia_gl_17717.wav|Antes, cando che iamos ás mozas, o que non tiña un abrigo levábache unha manta.|@X
wavs/raw_nos_celtia_gl_02862.wav|A resolución do goberno asturiano xa lles foi comunicada ás confrarías de pescadores.|@X
wavs/raw_nos_celtia_gl_12198.wav|A ver, ¿e esa comida típica do Entroido como se fai?|@X
wavs/raw_nos_celtia_gl_15389.wav|Supoño que nisto os do BNG estarán de acordo.|@X
wavs/raw_nos_celtia_gl_03839.wav|Os que de tarde en tarde o viamos sabiamos da súa amizade e do seu gozo ó atoparnos.|@X
wavs/raw_nos_celtia_gl_03379.wav|Os cambios que se produciron atópanse comparando os censos existentes.|@X
wavs/raw_nos_celtia_gl_16331.wav|E nada, axudabamos todos, era así...|@X
wavs/raw_nos_celtia_gl_08937.wav|Por favor marque o trescentos sesenta e seis cento dezaoito oitocentos cinco.|@X
wavs/raw_nos_celtia_gl_05016.wav|Así, o liderado de opinión que exerceron algúns políticos locais foi ratificado ó longo das cinco eleccións municipais celebradas polo de agora.|@X
wavs/raw_nos_celtia_gl_16629.wav|Entón, co tempo supoño que algunha farei.|@X
wavs/raw_nos_celtia_gl_07415.wav|Resulta común hoxe, no ámbito do pensamento personalista, a distinción filosófica entre persoa e cousa.|@X
wavs/raw_nos_celtia_gl_07079.wav|Mentalmente encontrámonos ben, aínda que fisicamente estamos moi delgados.|@X
wavs/raw_nos_celtia_gl_19112.wav|O dianteiro rescatou o Barcelona a dez minutos do final.|@X
wavs/raw_nos_celtia_gl_01573.wav|O peche da fábrica española obedece á nova estratexia da compañía.|@X
wavs/raw_nos_celtia_gl_15807.wav|E esas persoas están redactando un documento no que fan propostas de moitos aspectos, evidentemente.|@X
wavs/raw_nos_celtia_gl_06409.wav|Prealimentación de billetes e moedas, e relacións con consumidores finais.|@X
wavs/raw_nos_celtia_gl_11473.wav|Ó Liseo?|@X
wavs/raw_nos_celtia_gl_01508.wav|O presidente do Goberno español exhortou onte a que se cumpran os acordos de paz.|@X
wavs/raw_nos_celtia_gl_15743.wav|A suba nas cualificacións esixidas vai en relación coa alza das notas dos estudantes.|@X
wavs/raw_nos_celtia_gl_18657.wav|É raro que non teña algunha mágoa nos xeonllos ou nos cóbados.|@X
wavs/raw_nos_celtia_gl_15491.wav|Polo Grupo Parlamentario Popular, ten a palabra a señora Díaz Mouteira.|@X
wavs/raw_nos_celtia_gl_10817.wav|Vaia por Deus!|@X
wavs/raw_nos_celtia_gl_05518.wav|Tamén, tanto a empresa como o sindicato, desexan que se aclaren as circunstancias do accidente.|@X
wavs/raw_nos_celtia_gl_02174.wav|Afirmou que negociará para que a folga en Galicia inclúa reivindicacións específicas dos traballadores galegos.|@X
wavs/raw_nos_celtia_gl_05986.wav|Creo que a xente está contenta.|@X
wavs/raw_nos_celtia_gl_03440.wav|Estes terreos son agora devoltos ós propietarios que foran expropiados.|@X
wavs/raw_nos_celtia_gl_12388.wav|E, a ver, a ti gústache axudar nos traballos que fan o teu avó e o teu pai?|@X
wavs/raw_nos_celtia_gl_06151.wav|Ou outro noxo da casa.|@X
wavs/raw_nos_celtia_gl_15891.wav|Cre que con estas medidas non sería necesario un confinamento total se todos cumprimos as recomendacións.|@X
wavs/raw_nos_celtia_gl_14017.wav|E co tanto de Aspas.|@X
wavs/raw_nos_celtia_gl_18279.wav|O golpe coa espada partiu o bacinete en dous.|@X
wavs/raw_nos_celtia_gl_05277.wav|¿Quen alimenta a bicha de que os nacionalismos periféricos son o mal a bater?|@X
wavs/raw_nos_celtia_gl_16690.wav|Un está acostumado nisto, e non noutra cousa.|@X
wavs/raw_nos_celtia_gl_05208.wav|¿Como se podería facer semellante programación, sen coñecer previamente as liñas xerais do financiamento, que para nós dependen nun 70% dos orzamentos da Comunidade Autónoma?|@X
wavs/raw_nos_celtia_gl_02515.wav|Sen embargo, as manifestacións que tiveron lugar en todo o país foron moi numerosas.|@X
wavs/raw_nos_celtia_gl_19590.wav|O segundo concello con máis casos tamén está nesa mesma área: falamos de Cabanas.|@X
wavs/raw_nos_celtia_gl_19544.wav|Agás nos 17 concellos perimetrados, os ximnasios e piscinas poden reabrir en toda Galicia.|@X
wavs/raw_nos_celtia_gl_07212.wav|Falta de expresión facial, imposibilidade para sorrir.|@X
wavs/raw_nos_celtia_gl_08871.wav|Marque oitocentos corenta e nove novecentos noventa e tres trescentos sesenta para chamarme á casa|@X
wavs/raw_nos_celtia_gl_02650.wav|Logo de dous meses parados a extracción de hoxe foi menor da que estimaban.|@X
wavs/raw_nos_celtia_gl_04354.wav|Ese escritor, tildado de romántico, vende moitos libros.|@X
wavs/raw_nos_celtia_gl_08998.wav|O meu número de teléfono é trescentos noventa e nove novecentos noventa e cinco cincocentos vinte e cinco.|@X
wavs/raw_nos_celtia_gl_13581.wav|De tanto chover, o camiño converteuse nun lamazal.|@X
wavs/raw_nos_celtia_gl_17893.wav|Á casa chamábanlle a casa dos portugueses, que a dos portugueses era, pero abaixo vivía o xastre.|@X
wavs/raw_nos_celtia_gl_13353.wav|O tecnecio é moi empregado en radioloxía.|@X
wavs/raw_nos_celtia_gl_00573.wav|¿Son difíciles de ampliar ata o tamaño no que están expostas?|@X
wavs/raw_nos_celtia_gl_16283.wav|Digo eu...|@X
wavs/raw_nos_celtia_gl_06155.wav|Parecen poliños con espiñas que ensucian os dedos.|@X
wavs/raw_nos_celtia_gl_07770.wav|O cuspe que cristianiza ós mouros;|@X
wavs/raw_nos_celtia_gl_05046.wav|Ía e viña.|@X
wavs/raw_nos_celtia_gl_10471.wav|Un exemplo.|@X
wavs/raw_nos_celtia_gl_06473.wav|Balbino axudounos a colocar no camiño.|@X
wavs/raw_nos_celtia_gl_13355.wav|O trancanil vai da popa á proa.|@X
wavs/raw_nos_celtia_gl_17582.wav|Pero houbo máscaras en San Xulián e empezaron a facer os vestidos de cañamazo.|@X
wavs/raw_nos_celtia_gl_09569.wav|¿Haberá que modifica-las normas para a aplicación do tratamento ós diabéticos?|@X
wavs/raw_nos_celtia_gl_09272.wav|¿Cal foi o peor momento que pasaches sobre o céspede?|@X
wavs/raw_nos_celtia_gl_16838.wav|Despois veñen as mallas, que son cousas de reunión.|@X
wavs/raw_nos_celtia_gl_13925.wav|Vai montar uns invernadoiros nunha parcela moi ben situada.|@X
wavs/raw_nos_celtia_gl_07524.wav|Voulle dar de comer á miña gatiña.|@X
wavs/raw_nos_celtia_gl_15611.wav|Entón, eu creo que con ese debate vostede aquí non gaña nada.|@X
wavs/raw_nos_celtia_gl_19159.wav|A compañía telefónica pecha todas as tendas propias que ten en España.|@X
wavs/raw_nos_celtia_gl_09919.wav|¿Pensa xa nalgún proxecto concreto para esta nova etapa?|@X
wavs/raw_nos_celtia_gl_16725.wav|E a de riba pegada á do Baña.|@X
wavs/raw_nos_celtia_gl_00546.wav|O equipo reitoral determinará o temario se non se dá unha alternativa neste prazo.|@X
wavs/raw_nos_celtia_gl_10859.wav|Eu de boteiro!|@X
wavs/raw_nos_celtia_gl_14810.wav|Volven a normalidade e as visitas ó vestíbulo desta residencia de Chantada, onde tamén atopamos a Marisol.|@X
wavs/raw_nos_celtia_gl_09022.wav|¿Por que o ofrecemento da moción de censura ao Partido Popular?|@X
wavs/raw_nos_celtia_gl_06672.wav|O obra do francés Abel Buier sobre Galicia trazou os camiños da xeografía actual do país.|@X
wavs/raw_nos_celtia_gl_00905.wav|Os responsables consideran que, de non entrar novos vertidos nas illas, o groso da limpeza quedaría rematado.|@X
wavs/raw_nos_celtia_gl_11795.wav|Teñen algo máis ou só chourizos?|@X
wavs/raw_nos_celtia_gl_03443.wav|O refraneiro é sempre rotundo nos seus avisos e non amosa pudor para dicir o que non se debe facer.|@X
wavs/raw_nos_celtia_gl_03631.wav|O Tenerife, que volve xogar na casa, sumou dous puntos a semana pasada cun xogo dominante.|@X
wavs/raw_nos_celtia_gl_16745.wav|E ese fermento, pois era o que utilizabamos.|@X
wavs/raw_nos_celtia_gl_14135.wav|Imos ata o cemiterio de Castiñeiras, en Ribeira.|@X
wavs/raw_nos_celtia_gl_01445.wav|O concello apontoa os nichos derrubados e cóbreos de plástico no cemiterio de Gontón.|@X
wavs/raw_nos_celtia_gl_05928.wav|"A esencial galeguidade do avó""."""|@X
wavs/raw_nos_celtia_gl_06489.wav|Serán dúas e non unha, tal vez, as provincias máis sensibles ó voto emigrante:|@X
wavs/raw_nos_celtia_gl_10710.wav|Olalla!|@X
wavs/raw_nos_celtia_gl_13922.wav|Usa o pateiro como isca para pescar o polbo.|@X
wavs/raw_nos_celtia_gl_08082.wav|Marque cento noventa e nove trinta e oito oitenta e oito setenta e oito para chamarme á casa.|@X
wavs/raw_nos_celtia_gl_10885.wav|Tear de ouro!|@X
wavs/raw_nos_celtia_gl_08841.wav|O meu número de teléfono é catrocentos noventa e oito setecentos corenta e cinco cincocentos oitenta|@X
wavs/raw_nos_celtia_gl_07450.wav|E aqueles foron moitos.|@X
wavs/raw_nos_celtia_gl_07107.wav|E, como coroa, os touros, ¡A festa nacional!|@X
wavs/raw_nos_celtia_gl_17714.wav|"Volvías saír: ""É que as de Viana son máis grandes, as de Viana pesan máis""."|@X
wavs/raw_nos_celtia_gl_09905.wav|¿Sentídesvos descontentos, polo tanto, coa resposta do público?|@X
wavs/raw_nos_celtia_gl_05496.wav|Por outra banda, ti ben sabes que daquela moitos nenos non chegan a nacer, ¡as nais perdían moitos fillos!|@X
wavs/raw_nos_celtia_gl_09520.wav|¿Como estás agora e como xurdiches no mundo da arte?|@X
wavs/raw_nos_celtia_gl_08385.wav|O meu número de teléfono é trescentos cincuenta e dous vinte e un cero cero noventa e nove.|@X
wavs/raw_nos_celtia_gl_10114.wav|Chamábanlle a Crista.|@X
wavs/raw_nos_celtia_gl_14507.wav|Algo que destacaba o alcalde das Pontes no informativo Bos Días desta casa.|@X
wavs/raw_nos_celtia_gl_05340.wav|Non obstante, Helena habería de morrer nova, pero a súa nai puido, xa, evita-la dor de sobrevivila.|@X
wavs/raw_nos_celtia_gl_05162.wav|¡Xa está!|@X
wavs/raw_nos_celtia_gl_13556.wav|Celebrou a súa festa de aniversario nunha xeadaría.|@X
wavs/raw_nos_celtia_gl_00342.wav|Galicia ten capacidades, recursos e iniciativas para asumir o seu futuro.|@X
wavs/raw_nos_celtia_gl_12348.wav|¿Por que non se utilizaron eses millóns para salvar a hostalería, para un plan de rescate?|@X
wavs/raw_nos_celtia_gl_05764.wav|Nin tampouco participei neses debates.|@X
wavs/raw_nos_celtia_gl_19772.wav|Permanencia que pode quedar amarrada antes da primavera.|@X
